date,baseline_predicted_reported_min,baseline_predicted_reported_and_unreported_min,baseline_normal_bed_occupancy_min,baseline_icu_bed_occupancy_min,baseline_icu_ventilator_occupancy_min,baseline_normal_bed_requirement_min,baseline_icu_bed_requirement_min,baseline_icu_ventilator_requirement_min,baseline_death_natural_non_exposed_min,baseline_death_natural_exposed_min,baseline_death_treated_hospital_min,baseline_death_treated_icu_min,baseline_death_treated_ventilator_min,baseline_death_untreated_hospital_min,baseline_death_untreated_icu_min,baseline_death_untreated_ventilator_min,baseline_death_cum_mortality_min,baseline_death_deaths_from_covid_min,baseline_death_deaths_with_covid_min,baseline_predicted_reported_med,baseline_predicted_reported_and_unreported_med,baseline_normal_bed_occupancy_med,baseline_icu_bed_occupancy_med,baseline_icu_ventilator_occupancy_med,baseline_normal_bed_requirement_med,baseline_icu_bed_requirement_med,baseline_icu_ventilator_requirement_med,baseline_death_natural_non_exposed_med,baseline_death_natural_exposed_med,baseline_death_treated_hospital_med,baseline_death_treated_icu_med,baseline_death_treated_ventilator_med,baseline_death_untreated_hospital_med,baseline_death_untreated_icu_med,baseline_death_untreated_ventilator_med,baseline_death_cum_mortality_med,baseline_death_deaths_from_covid_med,baseline_death_deaths_with_covid_med,baseline_predicted_reported_max,baseline_predicted_reported_and_unreported_max,baseline_normal_bed_occupancy_max,baseline_icu_bed_occupancy_max,baseline_icu_ventilator_occupancy_max,baseline_normal_bed_requirement_max,baseline_icu_bed_requirement_max,baseline_icu_ventilator_requirement_max,baseline_death_natural_non_exposed_max,baseline_death_natural_exposed_max,baseline_death_treated_hospital_max,baseline_death_treated_icu_max,baseline_death_treated_ventilator_max,baseline_death_untreated_hospital_max,baseline_death_untreated_icu_max,baseline_death_untreated_ventilator_max,baseline_death_cum_mortality_max,baseline_death_deaths_from_covid_max,baseline_death_deaths_with_covid_max,hypothetical_predicted_reported_min,hypothetical_predicted_reported_and_unreported_min,hypothetical_normal_bed_occupancy_min,hypothetical_icu_bed_occupancy_min,hypothetical_icu_ventilator_occupancy_min,hypothetical_normal_bed_requirement_min,hypothetical_icu_bed_requirement_min,hypothetical_icu_ventilator_requirement_min,hypothetical_death_natural_non_exposed_min,hypothetical_death_natural_exposed_min,hypothetical_death_treated_hospital_min,hypothetical_death_treated_icu_min,hypothetical_death_treated_ventilator_min,hypothetical_death_untreated_hospital_min,hypothetical_death_untreated_icu_min,hypothetical_death_untreated_ventilator_min,hypothetical_death_cum_mortality_min,hypothetical_death_deaths_from_covid_min,hypothetical_death_deaths_with_covid_min,hypothetical_predicted_reported_med,hypothetical_predicted_reported_and_unreported_med,hypothetical_normal_bed_occupancy_med,hypothetical_icu_bed_occupancy_med,hypothetical_icu_ventilator_occupancy_med,hypothetical_normal_bed_requirement_med,hypothetical_icu_bed_requirement_med,hypothetical_icu_ventilator_requirement_med,hypothetical_death_natural_non_exposed_med,hypothetical_death_natural_exposed_med,hypothetical_death_treated_hospital_med,hypothetical_death_treated_icu_med,hypothetical_death_treated_ventilator_med,hypothetical_death_untreated_hospital_med,hypothetical_death_untreated_icu_med,hypothetical_death_untreated_ventilator_med,hypothetical_death_cum_mortality_med,hypothetical_death_deaths_from_covid_med,hypothetical_death_deaths_with_covid_med,hypothetical_predicted_reported_max,hypothetical_predicted_reported_and_unreported_max,hypothetical_normal_bed_occupancy_max,hypothetical_icu_bed_occupancy_max,hypothetical_icu_ventilator_occupancy_max,hypothetical_normal_bed_requirement_max,hypothetical_icu_bed_requirement_max,hypothetical_icu_ventilator_requirement_max,hypothetical_death_natural_non_exposed_max,hypothetical_death_natural_exposed_max,hypothetical_death_treated_hospital_max,hypothetical_death_treated_icu_max,hypothetical_death_treated_ventilator_max,hypothetical_death_untreated_hospital_max,hypothetical_death_untreated_icu_max,hypothetical_death_untreated_ventilator_max,hypothetical_death_cum_mortality_max,hypothetical_death_deaths_from_covid_max,hypothetical_death_deaths_with_covid_max,input_cases,input_deaths,seroprevalence,input_cumulative_death,interventions_baseline_si_vector,interventions_baseline_sd_vector,interventions_baseline_scr_vector,interventions_baseline_hw_vector,interventions_baseline_msk_vector,interventions_baseline_wah_vector,interventions_baseline_sc_vector,interventions_baseline_scp_vector,interventions_baseline_tb_vector,interventions_baseline_mt_vector,interventions_baseline_cte_vector,interventions_baseline_q_vector,interventions_hypothetical_si_vector,interventions_hypothetical_sd_vector,interventions_hypothetical_scr_vector,interventions_hypothetical_hw_vector,interventions_hypothetical_msk_vector,interventions_hypothetical_wah_vector,interventions_hypothetical_sc_vector,interventions_hypothetical_scp_vector,interventions_hypothetical_tb_vector,interventions_hypothetical_mt_vector,interventions_hypothetical_cte_vector,interventions_hypothetical_q_vector
11/4/20,39021,267096,16789,4008,5016,18687,4311,5582,1912253,76261,49699,16159,32461,1871,0,0,114505,108445,4899,93388,640198,38455,8889,10885,42696,9564,12100,2001296,155789,102764,33091,66690,3829,1,6,219009,223251,10100,152976,1050349,59876,13950,16854,66656,15030,18779,2089317,237760,168194,54408,111815,6289,13,66,294992,368473,16780,31541,215939,14198,3334,4171,15729,3578,4632,1894150,79349,50649,16418,32774,1897,0,0,123043,110112,4923,76958,527871,32579,7607,9331,36140,8174,10364,1986993,169044,110769,35396,72726,4075,2,11,230598,240955,10614,159928,1098804,62020,14431,17384,68991,15542,19377,2085679,254389,178317,56866,118995,6577,18,99,312563,389825,17422,108080,1616,NA,234226,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/5/20,40271,275629,17433,4165,5199,19403,4479,5787,1918909,76937,49924,16232,32559,1880,0,0,115632,108887,4927,96932,665038,40287,9300,11344,44731,10008,12617,2008289,157007,103276,33253,66900,3848,1,6,219890,224236,10164,158379,1087149,63095,14693,17741,70225,15829,19756,2096837,239325,168983,54661,112137,6320,13,66,295324,369998,16885,32583,223063,14725,3454,4316,16313,3707,4793,1900734,80083,50839,16479,32855,1904,0,0,124380,110483,4945,79889,547896,34083,7947,9740,37800,8539,10818,1993928,170321,111204,35536,72906,4091,2,11,231534,241796,10669,166788,1148285,65065,15149,18171,72389,16316,20258,2093141,256028,179132,57129,119329,6608,18,99,312917,391401,17531,121333,1108,NA,235334,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/6/20,41564,284457,18084,4327,5389,20126,4652,5998,1925559,77624,50157,16309,32660,1889,0,0,116841,109346,4956,100737,691033,42162,9718,11844,46813,10459,13176,2015274,158232,103813,33422,67120,3868,1,6,220807,225267,10231,164704,1135711,66461,15473,18661,73929,16662,20775,2104341,240895,169814,54927,112476,6352,13,66,295668,371599,16993,33665,230453,15262,3577,4465,16908,3840,4959,1907313,80829,51037,16543,32939,1911,0,0,125792,110868,4969,83009,569768,35561,8304,10168,39439,8921,11294,2000856,171605,111657,35682,73095,4108,2,11,232510,242672,10725,175053,1204857,68465,15919,18998,76162,17145,21181,2100586,257672,179988,57404,119677,6641,19,99,313285,393052,17644,132823,1248,NA,236582,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/7/20,42895,293543,18740,4493,5584,20854,4830,6216,1932204,78324,50398,16388,32765,1899,0,0,118147,109821,4986,104553,716524,44085,10177,12376,48941,10950,13770,2022248,159466,104375,33600,67349,3890,1,6,221762,226346,10301,173471,1195843,69799,16280,19612,77602,17522,21834,2111827,242469,170686,55205,112832,6385,13,66,296026,373279,17107,34782,238083,15812,3704,4619,17517,3976,5129,1913889,81586,51241,16609,33026,1919,0,0,127282,111265,4993,86329,592693,37036,8663,10603,41078,9307,11777,2007774,172896,112128,35834,73291,4126,2,11,233518,243584,10784,183389,1259856,72130,16712,19940,80196,17996,22226,2108014,259319,180890,57691,120042,6676,19,99,313672,394786,17763,125932,1007,NA,237589,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/8/20,44260,302859,19380,4662,5785,21568,5010,6439,1938843,79037,50649,16470,32873,1909,0,0,119531,110313,5017,108594,745381,46031,10644,12948,51094,11451,14405,2029213,160707,104964,33785,67588,3912,2,6,222774,227475,10374,182477,1257567,73057,17118,20627,81233,18420,22958,2119296,244047,171600,55497,113207,6421,13,66,296408,375042,17226,35946,246058,16374,3835,4778,18140,4116,5306,1920460,82356,51453,16677,33116,1927,0,0,128851,111677,5019,89929,617308,38645,9030,11040,42853,9701,12262,2014685,174193,112621,35993,73495,4145,2,11,234536,244536,10846,190062,1305293,75908,17549,20991,84344,18892,23388,2115424,260970,181842,57991,120426,6712,19,99,314077,396611,17888,103416,464,NA,238053,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/9/20,45656,312387,20065,4824,5993,22328,5185,6670,1945476,79764,50909,16555,32985,1919,0,0,121017,110824,5050,112906,774842,47926,11121,13544,53204,11962,15066,2036166,161957,105578,33980,67837,3935,2,6,223808,228653,10449,191686,1320645,76587,18022,21707,85150,19386,24145,2126748,245630,172563,55805,113600,6458,13,67,296843,376898,17350,37194,254583,16951,3969,4942,18779,4260,5488,1927027,83140,51672,16748,33209,1935,0,0,130502,112102,5045,93617,642527,40307,9418,11491,44687,10116,12764,2021588,175498,113135,36158,73708,4164,2,11,235562,245529,10909,196711,1350519,79827,18419,22045,88652,19825,24560,2122816,262625,182845,58308,120826,6750,19,99,314510,398527,18018,130441,745,NA,238798,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/10/20,47082,322114,20776,4998,6208,23116,5371,6908,1952103,80505,51178,16644,33101,1929,0,0,122594,111352,5083,117297,803884,49856,11609,14166,55356,12485,15755,2043106,163215,106218,34183,68098,3959,2,6,224849,229882,10528,200492,1375960,80502,18958,22810,89439,20381,25354,2134183,247219,173580,56130,114013,6496,13,67,297353,378853,17480,38475,263335,17542,4107,5110,19433,4408,5675,1933590,83937,51899,16821,33305,1944,0,0,132241,112543,5072,97388,668295,41979,9824,11979,46537,10550,13304,2028483,176810,113671,36330,73930,4184,2,11,236660,246564,10976,203280,1394911,83589,19246,23126,92869,20724,25757,2130189,264284,183893,58638,121244,6790,19,99,314957,400530,18153,139750,1464,NA,240262,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/11/20,48536,332028,21490,5187,6429,23908,5572,7152,1958725,81260,51456,16735,33221,1940,0,0,124261,111899,5117,120821,827398,51881,12103,14823,57609,13015,16478,2050034,164481,106884,34395,68370,3984,2,6,225937,231164,10610,207395,1422852,84381,19889,23898,93701,21373,26562,2141598,248813,174646,56473,114445,6537,14,67,297915,380904,17615,39789,272310,18147,4249,5284,20104,4560,5869,1940148,84748,52134,16896,33404,1952,0,0,134075,112998,5100,101233,694562,43678,10250,12477,48423,11006,13856,2035370,178130,114229,36510,74161,4205,2,11,237839,247641,11045,209605,1437811,87719,20173,24234,97467,21726,26984,2137543,265948,184994,58986,121680,6832,19,99,315418,402632,18294,142885,1431,NA,241693,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/12/20,50015,342120,22188,5377,6649,24682,5774,7396,1965339,82031,51743,16830,33345,1951,0,0,126051,112464,5153,124401,852688,53840,12588,15510,59794,13537,17234,2056950,165756,107575,34616,68655,4011,2,6,227077,232497,10695,214206,1469062,88182,20806,25006,97907,22354,27795,2148995,250412,175756,56835,114898,6579,14,67,298497,383047,17757,41136,281502,18768,4394,5464,20793,4717,6068,1946700,85575,52377,16974,33507,1961,0,0,136001,113469,5129,105238,722020,45409,10677,12959,50346,11464,14392,2042247,179458,114810,36697,74401,4227,2,11,239064,248762,11117,215794,1479730,91749,21145,25356,101923,22765,28232,2144878,267616,186151,59352,122136,6876,19,100,315895,404837,18442,163640,1172,NA,242865,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/13/20,51520,352379,22904,5571,6858,25482,5982,7630,1971948,82818,52040,16928,33473,1963,0,0,128254,113047,5190,128528,880784,55731,13081,16204,61928,14068,17999,2063853,167040,108291,34846,68954,4038,2,7,228280,233884,10783,222073,1526647,92083,21690,26178,102230,23305,29090,2156373,252018,176909,57214,115375,6623,14,68,299109,385283,17905,42513,290907,19405,4544,5648,21499,4878,6272,1953247,86417,52628,17055,33612,1971,0,0,138018,113956,5159,109455,750816,47187,11130,13457,52323,11948,14947,2049113,180795,115413,36891,74649,4249,2,11,240321,249926,11191,221814,1522530,95688,22035,26575,106272,23720,29597,2152193,269289,187364,59735,122616,6921,19,101,316387,407149,18595,181497,1390,NA,244255,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/14/20,53049,362796,23667,5775,7072,26329,6200,7869,1978550,83622,52347,17030,33605,1975,0,0,130566,113650,5228,132661,908897,57737,13581,16901,64180,14608,18769,2070744,168333,109034,35085,69265,4066,2,7,229575,235325,10875,231157,1588517,96206,22487,27352,106761,24167,30389,2163730,253629,178110,57607,115875,6668,14,68,299751,387615,18059,43922,300521,20056,4698,5837,22224,5043,6483,1959788,87276,52888,17138,33722,1980,0,0,140128,114459,5190,113740,780058,49016,11597,13984,54355,12448,15533,2055968,182140,116040,37094,74907,4273,2,11,241616,251136,11268,228896,1570877,99683,22954,27820,110704,24708,30993,2159488,270967,188632,60134,123121,6969,20,101,316894,409571,18754,159033,1210,NA,245465,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/15/20,54600,373363,24445,5975,7291,27194,6413,8114,1985146,84443,52663,17136,33742,1987,0,0,133033,114274,5267,136786,936942,59915,14102,17619,66588,15164,19562,2077623,169637,109805,35333,69591,4096,2,7,230922,236823,10969,240178,1649886,100838,23328,28585,111845,25079,31753,2171066,255248,179371,58015,116401,6715,14,69,300414,390057,18221,45361,310341,20723,4856,6032,22966,5213,6699,1966322,88151,53156,17225,33835,1991,0,0,142333,114979,5222,117641,806038,50908,12062,14533,56461,12947,16145,2062812,183493,116691,37305,75175,4297,2,11,242955,252394,11349,234892,1606543,103261,23881,29114,114684,25699,32424,2166762,272650,189949,60551,123652,7019,20,101,317418,412095,18918,135187,623,14.3,246088,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/16/20,56209,384399,25240,6179,7516,28076,6631,8365,1991735,85282,52991,17245,33883,2000,0,0,135612,114919,5307,140892,964830,62086,14629,18344,68984,15728,20364,2084489,170953,110603,35590,69931,4126,2,7,232308,238376,11067,249088,1710418,105718,24211,29731,117192,26037,33036,2178379,256872,180695,58437,116948,6765,15,70,301098,392608,18389,46830,320362,21406,5018,6232,23725,5387,6922,1972851,89045,53433,17314,33952,2001,0,0,144635,115516,5255,121419,831745,52868,12537,15103,58643,13457,16778,2069646,184855,117368,37526,75453,4323,2,11,244331,253701,11432,241339,1656559,106817,24763,30449,118634,26643,33894,2174014,274338,191314,60984,124209,7071,20,102,317959,414718,19088,166560,796,NA,246884,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/17/20,57855,395610,26040,6388,7755,28965,6855,8630,1998317,86138,53329,17358,34029,2013,0,0,138291,115584,5348,144930,990816,64155,15173,19043,71295,16310,21143,2091344,172280,111427,35856,70284,4158,2,8,233743,239983,11169,257836,1769519,110673,25133,30911,122633,27036,34349,2185668,258504,182085,58875,117515,6817,15,70,301804,395271,18563,48328,330578,22104,5184,6437,24503,5566,7150,1979373,89956,53720,17406,34072,2012,0,0,147034,116071,5289,125200,857455,54861,13010,15690,60868,13967,17431,2076468,186225,118071,37754,75742,4349,2,11,245738,255059,11518,248917,1707885,110217,25644,31681,122416,27584,35270,2181242,276031,192726,61433,124787,7125,20,103,318517,417438,19262,161639,1607,NA,248491,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/18/20,59522,406962,26853,6602,7999,29869,7083,8903,2004891,87012,53678,17474,34180,2027,0,0,141108,116271,5391,148049,1011374,66223,15696,19681,73614,16873,21857,2098186,173619,112277,36132,70649,4190,2,8,235238,241644,11273,266211,1826100,115600,26043,32140,128075,28027,35726,2192935,260143,183540,59328,118102,6871,15,70,302532,398048,18744,49854,340984,22817,5353,6648,25298,5749,7385,1985889,90886,54015,17501,34197,2023,0,0,149531,116644,5324,128973,883098,56896,13478,16290,63140,14473,18099,2083277,187604,118801,37992,76042,4377,2,11,247206,256469,11607,255776,1752891,113489,26510,32950,126078,28511,36673,2188446,277729,194183,61897,125390,7180,21,104,319092,420253,19440,172283,1924,NA,250415,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/19/20,61208,418443,27684,6821,8239,30791,7316,9171,2011456,87904,54038,17595,34335,2041,0,0,144034,116980,5435,150925,1030738,68464,16249,20372,76091,17463,22620,2105014,174971,113157,36417,71027,4224,2,8,236775,243365,11381,274294,1880720,120422,26959,33372,133429,29028,37112,2200179,261789,185062,59795,118710,6928,16,72,303283,400939,18933,51407,351574,23546,5527,6863,26110,5936,7626,1992399,91836,54321,17599,34325,2034,0,0,152126,117236,5361,132728,908597,58966,13949,16904,65449,14982,18784,2090074,188993,119558,38237,76354,4405,2,11,248759,257931,11699,261852,1793756,116615,27372,34226,129574,29432,38080,2195623,279434,195685,62378,126019,7238,21,104,319685,423164,19624,187515,1961,NA,252376,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/20/20,62912,430042,28530,7044,8478,31731,7554,9439,2018013,88814,54408,17720,34494,2055,0,0,146994,117711,5480,153812,1050968,70609,16847,21097,78471,18099,23422,2111830,176336,114068,36713,71420,4259,2,8,238400,245149,11492,282050,1933024,125022,27960,34776,138515,30105,38677,2207399,263442,186650,60279,119343,6987,16,73,304058,403950,19127,52987,362339,24289,5705,7084,26939,6127,7872,1998902,92804,54636,17700,34458,2046,0,0,154819,117847,5398,135897,928688,61077,14423,17521,67800,15494,19476,2096855,190391,120342,38492,76677,4435,2,12,250361,259449,11793,267571,1832118,119757,28267,35483,133092,30386,39466,2202775,281144,197231,62874,126674,7297,22,106,320292,426171,19812,198881,1957,NA,254333,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/21/20,64858,444419,29390,7269,8727,32687,7794,9718,2024561,89744,54790,17849,34658,2070,0,0,150067,118463,5527,157129,1073143,72658,17417,21807,80765,18708,24214,2118633,177713,115008,37021,71826,4295,2,8,240089,246991,11605,289429,1982665,129505,29103,36224,143476,31323,40296,2214593,265102,188303,60784,120004,7048,17,74,304857,407088,19328,54591,373273,25047,5886,7312,27785,6323,8126,2005398,93791,54961,17805,34595,2058,0,0,157611,118478,5437,138924,949500,63190,14909,18156,70154,16019,20188,2103620,191802,121156,38755,77014,4466,3,12,252026,261021,11891,272874,1867298,122893,29151,36726,136605,31329,40839,2209901,282861,198820,63385,127355,7358,22,108,320917,429274,20005,171945,1425,NA,255758,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/22/20,67444,462081,30264,7497,8990,33658,8037,10010,2031100,90694,55184,17982,34826,2085,0,0,153253,119239,5575,160542,1096922,74754,17975,22486,83095,19303,24972,2125420,179103,115978,37339,72245,4333,2,8,241781,248893,11722,294337,2009974,133845,30266,37700,148281,32559,41951,2221762,266770,190022,61310,120693,7111,17,76,305681,410352,19536,56219,384366,25820,6072,7547,28647,6522,8389,2011887,94797,55296,17913,34736,2071,0,0,160500,119128,5477,141968,970064,65262,15406,18798,72462,16553,20907,2110369,193224,121997,39026,77362,4498,3,12,253682,262650,11992,277615,1898847,126095,30025,37911,140189,32264,42152,2217002,284584,200453,63913,128060,7420,23,109,321561,432468,20202,140838,843,NA,256601,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/23/20,70093,480176,31213,7728,9257,34706,8285,10308,2037628,91665,55589,18120,35000,2101,0,0,156543,120038,5625,163957,1119926,76889,18531,23155,85455,19894,25717,2132191,180506,116977,37668,72676,4371,2,8,243484,250853,11842,297930,2033465,138093,31434,39177,153023,33805,43594,2228904,268445,191805,61857,121409,7177,18,77,306531,413743,19749,57870,395607,26606,6261,7791,29524,6726,8660,2018366,95825,55641,18024,34882,2084,0,0,163484,119800,5518,145093,992436,67307,15916,19431,74730,17098,21618,2117101,194657,122867,39308,77723,4531,3,12,255375,264333,12095,281078,1917827,129033,30882,38999,143519,33182,43366,2224077,286315,202124,64455,128787,7485,24,111,322225,435747,20403,179733,1038,NA,257639,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/24/20,72805,498692,32264,7966,9530,35858,8538,10612,2044145,92659,56007,18262,35179,2117,0,0,159697,120862,5676,167067,1138952,79019,19086,23807,87807,20485,26447,2138945,181920,118004,38007,73121,4411,2,8,245245,252871,11965,300968,2053118,142236,32540,40667,157651,34987,45248,2236019,270128,193650,62423,122155,7245,19,80,307405,417256,19969,59541,406986,27407,6454,8041,30418,6933,8939,2024837,96875,55997,18139,35033,2097,0,0,166563,120491,5560,147974,1010408,69336,16431,20067,76976,17648,22332,2123815,196101,123765,39598,78096,4565,3,12,257173,266073,12201,282914,1929379,131991,31705,40086,146851,34064,44582,2231128,288052,203833,65011,129534,7551,25,113,322910,439108,20608,177903,2209,NA,259848,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/25/20,75464,515541,33264,8200,9810,36968,8791,10924,2050649,93675,56438,18408,35364,2134,0,0,162771,121711,5729,168985,1151656,81005,19627,24453,90016,21062,27172,2145682,183348,119059,38357,73579,4451,2,9,247051,254947,12091,305990,2094845,146069,33667,42128,161962,36188,46871,2243106,271819,195547,63010,122929,7315,20,82,308305,420882,20195,61231,418490,28220,6650,8297,31326,7145,9224,2031299,97948,56364,18257,35188,2111,0,0,169732,121205,5604,150559,1027822,71466,16936,20706,79313,18185,23048,2130516,197557,124692,39899,78481,4600,3,12,258909,267870,12309,284276,1944935,134739,32572,41165,149929,34983,45792,2238155,289796,205575,65583,130302,7619,26,115,323615,442548,20817,180672,2313,NA,262161,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/26/20,77368,528473,34213,8438,10094,38040,9047,11241,2057142,94714,56881,18558,35553,2151,0,0,165949,122584,5784,171384,1168695,83013,20153,25121,92244,21623,27916,2152401,184789,120141,38717,74051,4493,3,9,248932,257081,12221,312315,2137055,149834,34783,43482,166169,37373,48396,2250163,273518,197492,63618,123732,7387,21,85,309234,424619,20425,62939,430109,29047,6851,8561,32248,7361,9518,2037753,99044,56742,18379,35348,2126,0,0,172972,121940,5649,153135,1045116,73622,17446,21357,81673,18729,23774,2137204,199026,125649,40209,78878,4636,3,12,260548,269723,12420,288998,1976289,137584,33431,42181,153140,35899,46942,2245154,291547,207355,66172,131090,7689,27,118,324344,446073,21029,102893,1178,NA,263339,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/27/20,79273,541403,35178,8678,10399,39134,9308,11578,2063622,95775,57337,18713,35749,2169,0,0,169048,123483,5841,173916,1185580,85000,20663,25807,94435,22165,28675,2159102,186242,121252,39087,74537,4536,3,9,250908,259271,12354,318081,2175378,153296,35884,44730,170024,38535,49817,2257192,275226,199482,64246,124561,7462,23,89,310190,428461,20660,64661,441826,29885,7057,8832,33185,7583,9819,2044197,100166,57131,18505,35513,2141,0,0,176287,122697,5695,155854,1064230,75575,17951,22031,83829,19266,24521,2143876,200509,126631,40528,79289,4673,3,12,262230,271630,12534,293196,2004006,140590,34246,43115,156474,36765,48009,2252127,293306,209177,66777,131896,7760,28,120,325101,449683,21245,205886,1412,NA,264751,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/28/20,81175,554304,36305,8922,10741,40392,9573,11955,2070090,96860,57809,18873,35950,2187,0,0,172254,124411,5899,176625,1205474,86903,21181,26439,96545,22716,29382,2165785,187709,122389,39467,75034,4580,3,10,253022,261516,12490,323249,2209544,156506,36955,46031,173579,39660,51286,2264193,276944,201515,64895,125419,7539,24,92,311180,432405,20900,66397,453626,30735,7269,9108,34134,7811,10126,2050632,101312,57531,18634,35684,2156,0,0,179686,123478,5743,158906,1085914,77291,18434,22701,85745,19781,25260,2150533,202007,127635,40856,79713,4711,3,12,263975,273586,12650,296272,2020775,143458,35038,43969,159622,37600,48989,2259075,295072,211038,67396,132719,7834,29,123,325880,453375,21463,151146,1192,NA,265943,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/29/20,83070,567155,37393,9171,11104,41610,9843,12357,2076545,97970,58297,19036,36157,2206,0,0,175558,125368,5959,179795,1226704,88595,21678,27035,98426,23242,30052,2172451,189189,123549,39855,75543,4625,3,10,255170,263812,12628,327765,2238775,159322,37984,47375,176741,40744,52795,2271168,278671,203587,65563,126303,7618,26,96,312192,436447,21143,68143,465496,31598,7487,9389,35098,8045,10439,2057056,102483,57943,18767,35860,2172,0,0,183126,124281,5792,162261,1108521,79161,18899,23360,87812,20277,25988,2157176,203521,128664,41193,80150,4750,3,13,265649,275595,12769,297588,2028680,146060,35800,44752,162463,38400,49893,2265998,296846,212937,68031,133560,7909,30,126,326685,457146,21685,136372,818,NA,266761,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
11/30/20,84955,579929,38434,9422,11476,42788,10116,12770,2082986,99104,58799,19205,36370,2225,0,0,178976,126354,6021,182231,1241979,90267,22146,27617,100272,23738,30705,2179100,190684,124735,40252,76065,4670,3,11,257348,266158,12770,328928,2235133,161790,38900,48713,179565,41717,54281,2278113,280409,205698,66250,127214,7699,28,100,313224,440586,21391,69897,477417,32471,7709,9675,36073,8283,10756,2063469,103677,58367,18905,36041,2188,0,0,186639,125108,5842,165388,1129055,81132,19391,24016,89973,20799,26711,2163803,205050,129721,41539,80601,4790,3,13,267280,277659,12890,298338,2032708,148320,36510,45506,164965,39148,50772,2272900,298629,214873,68680,134418,7985,32,130,327514,460994,21908,167839,1270,NA,268031,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
12/1/20,86826,592602,39441,9681,11854,43932,10397,13191,2089414,100264,59314,19378,36590,2245,0,0,182504,127367,6084,184124,1254446,91958,22605,28204,102141,24225,31359,2185732,192196,125946,40657,76599,4717,3,11,259637,268554,12914,326990,2220430,164232,39714,49926,182361,42586,55627,2285029,282157,207852,66955,128147,7782,30,105,314287,444818,21642,69958,479302,33276,7921,9951,36972,8510,11064,2069870,104863,58801,19046,36228,2204,0,0,190228,125957,5893,164252,1124515,82772,19846,24630,91781,21280,27388,2170414,206554,130800,41894,81064,4831,3,14,269105,279772,13011,291486,1990990,150003,37075,46319,166858,39746,51686,2279778,300371,216838,69342,135294,8062,33,133,328366,464909,22129,184260,2608,NA,270639,66,90,0,50,75,0,0,0,100,0,75,0,66,90,0,50,75,0,0,0,100,0,75,0
